fund,matched_fund,fund_confidence,form_d_firm_id,form_d_funds,cik_no_fund,form_adv_firm_id,form_adv_funds,crd_no_fund,firm_id
Kohlberg Te Investors Ix B,,1.0,64966,Kohlberg Te Investors Ix B,1793512.0,53912,,310188,
Stonegate At Eagles Landing Manager,,0.9999999999999999,67902,Stonegate At Eagles Landing Manager,1793937.0,53912,,310188,
Major Oak Partners Vii,,1.0,92831,Major Oak Partners Vii,1825379.0,53912,,310188,
Fort Washington Private Equity Investors X,Fort Washington Private Equity Small Market Investors Ii K,0.5940915109885422,42884,Fort Washington Private Equity Investors X,1745705.0,12442,Fort Washington Private Equity Small Market Investors Ii K,107126,732.0
Umajin,,1.0,37435,Umajin,1660359.0,53912,,310188,
Epq Currentd Ps,,0.9999999999999999,115896,Epq Currentd Ps,1867054.0,53912,,310188,
Cl Wind,,0.9999999999999999,107579,Cl Wind,1835828.0,53912,,310188,
Therealreal,,1.0,67723,Therealreal,1573221.0,53912,,310188,
Me Fund I A Series Of Xoogler Syndicate,,0.9999999999999999,49835,Me Fund I A Series Of Xoogler Syndicate,1775981.0,53912,,310188,
Whitebox Multi Strategy Fund,Verition Multi Strategy Fund,0.8453315357069843,31964,Whitebox Multi Strategy Fund,1461781.0,9758,Verition Multi Strategy Fund,160328,75584.0
Sig Wealth Fund I,Mai Wealth Private Equity Fund,0.9878797519399387,131061,Sig Wealth Fund I,1891723.0,686,Mai Wealth Private Equity Fund,114021,
El Capitan Precious Metals,,1.0,23274,El Capitan Precious Metals,1135202.0,53912,,310188,
Floating Point Firefly,,0.9999999999999999,137269,Floating Point Firefly,1886110.0,53912,,310188,
Blackstone Partners Offshore Fund Class E F G I J K Q R Shares,Blackstone Pacific Opportunities Offshore E Master Fund,0.9724528561726328,32357,Blackstone Partners Offshore Fund Class E F G I J K Q R Shares,1482788.0,5566,Blackstone Pacific Opportunities Offshore E Master Fund,107580,
Terviva Bioenergy,,1.0,62077,Terviva Bioenergy,1653823.0,53912,,310188,
Ag Direct Lending Fund Ii,Ag Direct Lending Fund Ii,1.4901161193847656e-08,64893,Ag Direct Lending Fund Ii,1679885.0,11617,Ag Direct Lending Fund Ii,131940,168.0
Bamboo Pipeline,,0.9999999999999999,67830,Bamboo Pipeline,1118818.0,53912,,310188,
Sparrow Marketing,,1.0,93540,Sparrow Marketing,1811747.0,53912,,310188,
Libremax Partners,,1.0,32801,Libremax Partners,1504804.0,53912,,310188,
Nuka Investment I A Series Of Explorer Equity,,1.0,57338,Nuka Investment I A Series Of Explorer Equity,1716325.0,53912,,310188,
Nhit: High Yield Full Discretion Trust,,0.9999999999999998,31386,Nhit: High Yield Full Discretion Trust,1435675.0,53912,,310188,
Raven At Park Place,,0.9999999999999999,132074,Raven At Park Place,1892768.0,53912,,310188,
Gcm Grosvenor Special Opportunities Fund,Special Value Opportunities Fund,0.940229324637171,73076,Gcm Grosvenor Special Opportunities Fund,1619316.0,13573,Special Value Opportunities Fund,132205,
Fullstack,,0.9999999999999999,67322,Fullstack,1789730.0,53912,,310188,
Varde Credit Partners,Sagard Credit Partners Cayman,0.861166466006456,34316,Varde Credit Partners,1565560.0,50536,Sagard Credit Partners Cayman,304924,
Insurights,Ourcrowd Investment In Insight,0.9899475814259949,145157,Insurights,1877306.0,11005,Ourcrowd Investment In Insight,169475,
Concrete Rose Fund Ii,,1.0,137835,Concrete Rose Fund Ii,1899147.0,53912,,310188,
Slack Family Capital Burst Ii A Series Of Slack Family Capital Burst,,1.0,131457,Slack Family Capital Burst Ii A Series Of Slack Family Capital Burst,1892510.0,53912,,310188,
Millennium Prime,Sovereign New Millennium Fund Ii,0.926097064320525,22940,Millennium Prime,1100779.0,10760,Sovereign New Millennium Fund Ii,107584,3412.0
Skyknight Rail Holdings,,0.9999999999999999,38647,Skyknight Rail Holdings,1687328.0,53912,,310188,
Rch Energy Mlp Fund,,1.0,29652,Rch Energy Mlp Fund,1297774.0,53912,,310188,
Jonathan Stephens Capital Markets,Jonathan Stephens Capital Markets,0.0,68487,Jonathan Stephens Capital Markets,1795680.0,47821,Jonathan Stephens Capital Markets,292212,
Oz Domestic Partners Ii,Oz Structured Products Domestic Partners Ii,0.8018812034278431,31776,Oz Domestic Partners Ii,1458102.0,4789,Oz Structured Products Domestic Partners Ii,107913,2181.0
Apollo Athene Dedicated Investment Program A,,0.9999999999999999,48047,Apollo Athene Dedicated Investment Program A,1772762.0,53912,,310188,
Rh Fund Xix,Rh Fund Xx,0.8153597957721573,49831,Rh Fund Xix,1775970.0,29614,Rh Fund Xx,291642,
Dsc Thomson Reuters Vc Index Partners,,1.0,34161,Dsc Thomson Reuters Vc Index Partners,1559325.0,53912,,310188,
Vessel Capital Partners Automation Anywhere Series E,Flywheel Capital Fund I,0.9958206162638307,105861,Vessel Capital Partners Automation Anywhere Series E,1849351.0,54620,Flywheel Capital Fund I,311910,
Harspring Capital,,0.9999999999999999,34708,Harspring Capital,1577176.0,53912,,310188,
Freshex,,0.9999999999999998,46386,Freshex,1769687.0,53912,,310188,
Austwicke Marshall Partners,,0.9999999999999999,59482,Austwicke Marshall Partners,1754446.0,53912,,310188,
Mudrick Distressed Opportunity Fund Offshore,Oca Credit Opportunities Offshore Fund,0.9328601028688778,35575,Mudrick Distressed Opportunity Fund Offshore,1606026.0,5219,Oca Credit Opportunities Offshore Fund,144474,7907.0
Ver Fund Ii A Series Of Red Beard Ventures Syndicates,Fund Ii A Series Of Verve Ventures,0.8416593737664652,164348,Ver Fund Ii A Series Of Red Beard Ventures Syndicates,1938795.0,51748,Fund Ii A Series Of Verve Ventures,307177,
Medcrypt,,1.0,38454,Medcrypt,1681688.0,53912,,310188,
Blizzard ,,0.9999999999999999,151190,Blizzard ,1917258.0,53912,,310188,
Gt Us Qp Fund,Gt International Equity Qp Fund,0.9392314423499182,30561,Gt Us Qp Fund,1379739.0,13409,Gt International Equity Qp Fund,158837,
Cais Ozmf,,0.9999999999999999,35614,Cais Ozmf,1607346.0,53912,,310188,
Dr Tattoff,,0.9999999999999999,23682,Dr Tattoff,1294157.0,53912,,310188,
Fiam Select International Equity Fund,Gt International Equity Fund,0.7530772443488766,31381,Fiam Select International Equity Fund,1435353.0,13409,Gt International Equity Fund,158837,
Castlegate Partners Ix Mmv,,1.0,63063,Castlegate Partners Ix Mmv,1790758.0,53912,,310188,
Makena Perpetual Venture Capital Fund,Differential Venture Capital Fund Ii,0.9523162900979356,39949,Makena Perpetual Venture Capital Fund,1710106.0,29573,Differential Venture Capital Fund Ii,292813,
Two Sigma World Core Cayman Fund,Two Sigma Lost Pines Fund,0.933272034275054,68195,Two Sigma World Core Cayman Fund,1661040.0,7551,Two Sigma Lost Pines Fund,152254,159.0
Hudson Way Offshore Fund,Hudson Way Offshore Mini Master,0.5675001435838297,70735,Hudson Way Offshore Fund,1669110.0,7092,Hudson Way Offshore Mini Master,172400,6139.0
Aries Fund,Ar Fund I A Series Of Mv Funds,0.9050995211216483,127244,Aries Fund,1885779.0,54213,Ar Fund I A Series Of Mv Funds,311231,
Fir Tree Special Opportunities Fund Xiii Spac Cayman,Gt Special Opportunities Iii,0.9217087392048792,106624,Fir Tree Special Opportunities Fund Xiii Spac Cayman,1822758.0,13409,Gt Special Opportunities Iii,158837,
Su Fund I A Series Of Roll Up Vehicles,,0.9999999999999998,138167,Su Fund I A Series Of Roll Up Vehicles,1902153.0,53912,,310188,
Apogee Gold Fund,,1.0,31081,Apogee Gold Fund,1416006.0,53912,,310188,
Q Blk Appreciation Fund Ii,Blackrock Appreciation Strategy Fund,0.925695612636389,61211,Q Blk Appreciation Fund Ii,1172916.0,13253,Blackrock Appreciation Strategy Fund,107105,246.0
Lake Lorraine ,,0.9999999999999999,139567,Lake Lorraine ,1903882.0,53912,,310188,
Atlas Fund V Series B,Principia Atlas Fund,0.9527200556501623,165524,Atlas Fund V Series B,1927201.0,730,Principia Atlas Fund,283422,34167.0
Investacure Pbc,,1.0,41960,Investacure Pbc,1736676.0,53912,,310188,
Krk  A Series Of Sax Capital Series Fund Iii,Fund I A Series Of Masad Capital,0.9556800964429039,131307,Krk  A Series Of Sax Capital Series Fund Iii,1892264.0,60837,Fund I A Series Of Masad Capital,322074,
Teariot,,1.0,38661,Teariot,1687638.0,53912,,310188,
Alliance Bancshares,,1.0,33919,Alliance Bancshares,1550285.0,53912,,310188,
Gregor Diagnostics,,1.0,63202,Gregor Diagnostics,1746381.0,53912,,310188,
Nexgent,,0.9999999999999999,50334,Nexgent,1776954.0,53912,,310188,
Wja Value Equity Fund, West Value Opportunity Fund,0.9239497014633431,66908,Wja Value Equity Fund,1639656.0,8120, West Value Opportunity Fund,168417,
Fi Fund I A Series Of Sajid Rahman Angel Funds,Lo Fund I A Series Of Sajid Rahman Angel Funds,0.34472326422738525,111318,Fi Fund I A Series Of Sajid Rahman Angel Funds,1861301.0,54575,Lo Fund I A Series Of Sajid Rahman Angel Funds,311027,
Angelmd Syndicate Cobalt Series I,,0.9999999999999999,44472,Angelmd Syndicate Cobalt Series I,1765452.0,53912,,310188,
Pr Fund I A Series Of Parade Vc,Se Fund I A Series Of Mv Funds,0.938602269885408,108829,Pr Fund I A Series Of Parade Vc,1854663.0,54213,Se Fund I A Series Of Mv Funds,311231,
Butler Hall Capital,,0.9999999999999999,40546,Butler Hall Capital,1719776.0,53912,,310188,
Pinebridge Flexible Credit Onshore Fund,Pinebridge Private Credit,0.9043808769592213,132960,Pinebridge Flexible Credit Onshore Fund,1893504.0,4651,Pinebridge Private Credit,105926,12717.0
Blue Ocean Partners,Blue Ocean Income Fund,0.7585660711743568,82521,Blue Ocean Partners,1811177.0,9350,Blue Ocean Income Fund,107940,12422.0
Mason Inflation Fund,Fulcrum Inflation Protection Strategy Master Fund,0.8919587658490081,121511,Mason Inflation Fund,1875109.0,6219,Fulcrum Inflation Protection Strategy Master Fund,137661,7053.0
Goseek,,1.0,56887,Goseek,1786757.0,53912,,310188,
Morgan Creek Blockchain Opportunities Fund Ii,Morgan Creek Private Opportunities Series A Didi,0.8956628398536363,62367,Morgan Creek Blockchain Opportunities Fund Ii,1790992.0,17377,Morgan Creek Private Opportunities Series A Didi,282026,
Private Equity Partners Vii,Starr Private Equity Partners V,0.6150459083530214,39483,Private Equity Partners Vii,1703457.0,47180,Starr Private Equity Partners V,297886,
Driehaus Emerging Markets Fund,Emerging Markets Equity Fund,0.842663639559508,81721,Driehaus Emerging Markets Fund,1810734.0,790,Emerging Markets Equity Fund,170017,10985.0
Sequoia Equities Denver,Sequoia Capital Scout Fund Ii,0.9246301368355111,128354,Sequoia Equities Denver,1887195.0,11533,Sequoia Capital Scout Fund Ii,157373,
Myota,,1.0,115717,Myota,1740060.0,53912,,310188,
Balanced Risk Commodity Fund Of The Invesco Institutional Trust,Pgim Core Bond Fund Of The Prudential Trust Company Institutional Business Trust,0.9355458384259251,38961,Balanced Risk Commodity Fund Of The Invesco Institutional Trust,1695325.0,7609,Pgim Core Bond Fund Of The Prudential Trust Company Institutional Business Trust,105676,245.0
Mathoda Partners,Msa Mondata Partners,0.9876885487302963,56243,Mathoda Partners,1750899.0,7601,Msa Mondata Partners,43011,
Counsel Rb Capital, Capital Fund I,0.9780767104892049,21656,Counsel Rb Capital,849145.0,48944, Capital Fund I,300538,
Nis Preferred Stock Qp Fund,,1.0,41232,Nis Preferred Stock Qp Fund,1730181.0,53912,,310188,
Stonepeak Claremont Holdings,,1.0000000000000002,151880,Stonepeak Claremont Holdings,1702442.0,53912,,310188,
Franklin Templeton Global Multisector Plus Cayman Fund,,1.0,62246,Franklin Templeton Global Multisector Plus Cayman Fund,1476350.0,53912,,310188,
Harvest Capital Enhanced,Three State Capital Us Equity Enhancement Fund,0.9495109547497093,31850,Harvest Capital Enhanced,1459931.0,51682,Three State Capital Us Equity Enhancement Fund,307124,
Cmwa Defensive Strategies Partnership,,0.9999999999999998,33631,Cmwa Defensive Strategies Partnership,1540529.0,53912,,310188,
Infinite Cooling,Goodwater Infinity I,0.9756598763920152,51215,Infinite Cooling,1778614.0,11511,Goodwater Infinity I,172576,
Metacan,,0.9999999999999999,37982,Metacan,1672324.0,53912,,310188,
Precept Management Partners,Prudential Capital Energy Partners Management Fund,0.9594917650548486,54394,Precept Management Partners,1156309.0,7609,Prudential Capital Energy Partners Management Fund,105676,245.0
Rebuild Metro Baltimore ,,1.0,85790,Rebuild Metro Baltimore ,1817087.0,53912,,310188,
Newbury Equity Partners V Ontario,One Equity Partners Vii,0.8682668218040176,80147,Newbury Equity Partners V Ontario,1806590.0,3936,One Equity Partners Vii,173626,103071.0
Dcm Hite Hedge Fund As Series Of Dcm Onshore Funds,,0.9999999999999999,37380,Dcm Hite Hedge Fund As Series Of Dcm Onshore Funds,1658368.0,53912,,310188,
Thirty Seven Capital Fund Series ,Whitney Capital Series Fund,0.921176788119349,68449,Thirty Seven Capital Fund Series ,1722547.0,9758,Whitney Capital Series Fund,160328,75584.0
Wescover,,1.0,49693,Wescover,1775701.0,53912,,310188,
Vantex Mortgage Fund,Msd Mortgage Partners,0.9294520596173544,70042,Vantex Mortgage Fund,1595133.0,12316,Msd Mortgage Partners,161664,4117.0
Altrinsic International Equity Portfolio,Scs International Equity Fund,0.8657400708053865,60624,Altrinsic International Equity Portfolio,1338044.0,14846,Scs International Equity Fund,104702,237.0
Autonomic Materials,,0.9999999999999999,79590,Autonomic Materials,1439020.0,53912,,310188,
Hedged Equity,Corbin Hedged Equity Fund,0.7382929671728452,30142,Hedged Equity,1344845.0,17631,Corbin Hedged Equity Fund,173841,9361.0
Blueearth Climate Growth Fund I Sca Sicav Raif,Cip Aiv Ii Sca Sicav Raif,0.9894848841043578,173706,Blueearth Climate Growth Fund I Sca Sicav Raif,1951986.0,4335,Cip Aiv Ii Sca Sicav Raif,173794,
Victory Arcadia Spc On Behalf Of Victory Arcadia Fund,Arctica Gordias,0.9754110568413747,31853,Victory Arcadia Spc On Behalf Of Victory Arcadia Fund,1460001.0,60018,Arctica Gordias,319606,
Genetether,,1.0,102869,Genetether,1758217.0,53912,,310188,
American Kidney Stone Management,,0.9999999999999998,57303,American Kidney Stone Management,1019404.0,53912,,310188,
Cell Vault,Hsi Energy Vault I,0.990678840846779,51614,Cell Vault,1779357.0,57865,Hsi Energy Vault I,317076,146921.0
Lord Abbett International Small Cap Trust,International Small Cap Equity Fund,0.8966955368712678,64886,Lord Abbett International Small Cap Trust,1624087.0,11962,International Small Cap Equity Fund,106505,728.0
Mhr Capital Partners,Fitness Capital Partners,0.7293394485018679,35234,Mhr Capital Partners,1596349.0,1593,Fitness Capital Partners,161570,
Inotiv,,1.0,26401,Inotiv,720154.0,53912,,310188,
Securis Ii Fund Spc Segregated Portfolio Fourteen,Map  Segregated Portfolio A Segregated Portfolio Of Lma Spc,0.7336399335307242,71859,Securis Ii Fund Spc Segregated Portfolio Fourteen,1727707.0,47545,Map  Segregated Portfolio A Segregated Portfolio Of Lma Spc,298275,
Terrastride,Terra Investment,0.9746562170385416,35155,Terrastride,1593704.0,6626,Terra Investment,104536,982.0
Keynes Multi Asset Value Fund,,1.0,42691,Keynes Multi Asset Value Fund,1743935.0,53912,,310188,
Newvest Vintage  Series Pe ,Vintage  Investment Ii,0.9468085769750537,169138,Newvest Vintage  Series Pe ,1945003.0,13589,Vintage  Investment Ii,172435,
Comvest Special Opportunities Fund,Entrust Special Opportunities Fund Ii,0.6606959266647946,95145,Comvest Special Opportunities Fund,1818878.0,9350,Entrust Special Opportunities Fund Ii,107940,12422.0
Mwy Holdings I,Coin Capital Holdings,0.9419129887052818,95067,Mwy Holdings I,1832444.0,45749,Coin Capital Holdings,289961,
Usedc  Drilling Fund,,1.0,162204,Usedc  Drilling Fund,1935689.0,53912,,310188,
Ifbyphone,,1.0,83220,Ifbyphone,1409264.0,53912,,310188,
Sapient Industries,,1.0,81847,Sapient Industries,1763112.0,53912,,310188,
Larch Lane Absolute Return Offshore,,0.9999999999999998,55613,Larch Lane Absolute Return Offshore,1445292.0,53912,,310188,
Glazer Em Arbitrage Fund,Euro Partners Arbitrage Fund,0.9308885811411721,73704,Glazer Em Arbitrage Fund,1762318.0,13673,Euro Partners Arbitrage Fund,106399,
Kdt Ventures Fund Ii,Fundt,0.8163088269939407,71887,Kdt Ventures Fund Ii,1793798.0,5862,Fundt,161427,
Bainbridge Health,Ironbridge Fund Ii,0.9392150077271122,170297,Bainbridge Health,1701807.0,7555,Ironbridge Fund Ii,163042,
Elian Fiduciary Services Cayman,,0.9999999999999998,53994,Elian Fiduciary Services Cayman,1350370.0,53912,,310188,
 Paces Arbor Circle,,1.0,163525, Paces Arbor Circle,1937426.0,53912,,310188,
Promoboxx,,1.0,64675,Promoboxx,1532165.0,53912,,310188,
Eniac Special Epsilon,,0.9999999999999999,68111,Eniac Special Epsilon,1796632.0,53912,,310188,
Nuwave Long Short Feeder Fund,Cheyne Thematic Long Short Equity Feeder Fund,0.9939513050850125,32318,Nuwave Long Short Feeder Fund,1480142.0,50245,Cheyne Thematic Long Short Equity Feeder Fund,304782,
Adjoy,,1.0,37602,Adjoy,1665236.0,53912,,310188,
Ironman Energy Capital Qp,,0.9999999999999999,31976,Ironman Energy Capital Qp,1462154.0,53912,,310188,
Bright Minds Biosciences,,0.9999999999999998,91821,Bright Minds Biosciences,1827401.0,53912,,310188,
Pzena Investment Management International,Cendana International,0.780585062027894,29466,Pzena Investment Management International,1275474.0,10949,Cendana International,165555,
Auxogyn,,1.0,74770,Auxogyn,1551306.0,53912,,310188,
Uranium Royalty,,1.0,40070,Uranium Royalty,1711570.0,53912,,310188,
Systematica Bluetrend Fund,Systematica Multi Fund Systematica Steelhead Fund,0.8009825138505751,31475,Systematica Bluetrend Fund,1440344.0,11052,Systematica Multi Fund Systematica Steelhead Fund,173876,142111.0
Veir,,1.0,71803,Veir,1800077.0,53912,,310188,
Precisionhawk,,1.0,74135,Precisionhawk,1729566.0,53912,,310188,
A Fbu  Fund A Series Of Ax Gretal Funds,A Kol  Fund A Series Of Ax Pl Funds,0.8638857220410079,43727,A Fbu  Fund A Series Of Ax Gretal Funds,1758774.0,8051,A Kol  Fund A Series Of Ax Pl Funds,167700,
Brown Advisory Private Income Partners I Lllp,Brooke Private Equity Advisors Fund I D,0.9450197710239723,47781,Brown Advisory Private Income Partners I Lllp,1772289.0,4661,Brooke Private Equity Advisors Fund I D,156772,
Barings Global Investment Funds  Plc,Baring Investment Series Barings Global Ex Us Equity Funds,0.8004146401788489,72076,Barings Global Investment Funds  Plc,1582591.0,4530,Baring Investment Series Barings Global Ex Us Equity Funds,105724,5713.0
Harvest Invest  A Series Of Harvest Invest,Harvest Interests Fund I,0.6965695034754201,84601,Harvest Invest  A Series Of Harvest Invest,1815396.0,15747,Harvest Interests Fund I,284658,
